13:03:33 HypixelApiJoinEvent(alpha=false)
13:03:33 Connected to Hypixel
13:03:34 HypixelApiServerChangeEvent(serverName=dynamiclobby21A, serverType=PROTOTYPE, lobbyName=prototypelobby4, mode=null, map=null)
13:03:41 HypixelApiServerChangeEvent(serverName=mini183CQ, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
13:03:41 Island detected: 'PRIVATE_ISLAND'
13:03:41 Island change: 'NONE' -> 'PRIVATE_ISLAND'
13:03:42 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: UNKNOWN, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini183CQ, serverType: SKYBLOCK, map: Private Island
13:06:09 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:09 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:06:10 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: HUB, HypixelData.serverId: null, serverId: mini75DR, serverType: SKYBLOCK, map: Hub
13:07:35 Disconnected
13:08:51 HypixelApiJoinEvent(alpha=false)
13:08:51 Connected to Hypixel
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: HUB, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:51 ERROR: HypixelData.skyBlock: false, inSkyblock: false, HypixelData.hypixelLive: false, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: null, serverType: null, map: null
13:08:52 HypixelApiServerChangeEvent(serverName=dynamiclobby12H, serverType=PROTOTYPE, lobbyName=prototypelobby2, mode=null, map=null)
13:09:04 HypixelApiServerChangeEvent(serverName=mini73CC, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
13:09:04 Island detected: 'PRIVATE_ISLAND'
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: NONE, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 Island change: 'NONE' -> 'PRIVATE_ISLAND'
13:09:04 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:04 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:05 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
13:09:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini73CC, serverType: SKYBLOCK, map: Private Island
