12:15:45 HypixelApiJoinEvent(alpha=false)
12:15:45 Connected to Hypixel
12:15:48 HypixelApiServerChangeEvent(serverName=dynamiclobby21A, serverType=PROTOTYPE, lobbyName=prototypelobby4, mode=null, map=null)
12:16:05 HypixelApiServerChangeEvent(serverName=mini234A, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
12:16:05 Island detected: 'PRIVATE_ISLAND'
12:16:05 Island change: 'NONE' -> 'PRIVATE_ISLAND'
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:05 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:16:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini234A, serverType: SKYBLOCK, map: Private Island
12:20:06 HypixelApiServerChangeEvent(serverName=mini9DE, serverType=SKYBLOCK, lobbyName=null, mode=combat_3, map=The End)
12:20:06 Island detected: 'THE_END'
12:20:06 Island change: 'PRIVATE_ISLAND' -> 'THE_END'
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:06 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:20:07 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini9DE, serverType: SKYBLOCK, map: The End
12:21:12 HypixelApiServerChangeEvent(serverName=mini62AB, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
12:21:12 Island detected: 'PRIVATE_ISLAND'
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: THE_END, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 Island change: 'THE_END' -> 'PRIVATE_ISLAND'
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: THE_END, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:12 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:21:13 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini62AB, serverType: SKYBLOCK, map: Private Island
12:24:16 HypixelApiServerChangeEvent(serverName=mini3CM, serverType=SKYBLOCK, lobbyName=null, mode=dungeon_hub, map=Dungeon Hub)
12:24:16 Island detected: 'DUNGEON_HUB'
12:24:16 Island change: 'PRIVATE_ISLAND' -> 'DUNGEON_HUB'
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
12:24:16 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini3CM, serverType: SKYBLOCK, map: Dungeon Hub
