10:01:09 HypixelApiJoinEvent(alpha=false)
10:01:09 Connected to Hypixel
10:01:12 HypixelApiServerChangeEvent(serverName=dynamiclobby22H, serverType=PROTOTYPE, lobbyName=prototypelobby3, mode=null, map=null)
10:01:19 HypixelApiServerChangeEvent(serverName=mini63CB, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
10:01:19 Island detected: 'PRIVATE_ISLAND'
10:01:19 Island change: 'NONE' -> 'PRIVATE_ISLAND'
10:01:19 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini63CB, serverType: SKYBLOCK, map: Private Island
10:06:01 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini184CS, serverType: SKYBLOCK, map: Jerry's Workshop
10:06:01 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini184CS, serverType: SKYBLOCK, map: Jerry's Workshop
10:06:01 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini184CS, serverType: SKYBLOCK, map: Jerry's Workshop
10:19:22 HypixelApiServerChangeEvent(serverName=mini182U, serverType=SKYBLOCK, lobbyName=null, mode=dynamic, map=Private Island)
10:19:22 Island detected: 'PRIVATE_ISLAND'
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: WINTER, island: WINTER, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 Island change: 'WINTER' -> 'PRIVATE_ISLAND'
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: NONE, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:22 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:23 ERROR: HypixelData.skyBlock: true, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: PRIVATE_ISLAND, HypixelData.serverId: null, serverId: mini182U, serverType: SKYBLOCK, map: Private Island
10:19:58 HypixelApiServerChangeEvent(serverName=mini217T, serverType=SKYBLOCK, lobbyName=null, mode=dungeon_hub, map=Dungeon Hub)
10:19:58 Island detected: 'DUNGEON_HUB'
10:19:58 Island change: 'PRIVATE_ISLAND' -> 'DUNGEON_HUB'
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
10:19:58 ERROR: HypixelData.skyBlock: false, inSkyblock: true, HypixelData.hypixelLive: true, inHypixel: true, HypixelData.skyBlockIsland: PRIVATE_ISLAND, island: DUNGEON_HUB, HypixelData.serverId: null, serverId: mini217T, serverType: SKYBLOCK, map: Dungeon Hub
